Rule,Output,Risk Level
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-1.9177,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-1.0755,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-3.5069,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.2898,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.1541,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.6270,🟡 medium
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.3164,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.5010,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.7169,🔴 high
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.1486,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.5595,🟡 medium
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.0900,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.3874,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.1553,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.6467,🟡 medium
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",1.4276,🔴 high
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.4812,🟡 medium
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-1.2858,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.2736,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.2513,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-1.5074,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.6105,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.2481,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.1358,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.3728,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-1.0091,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.3484,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-2.0871,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.2975,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.7202,🔴 high
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.0917,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.2022,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.1449,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF3 (mu=0.3769, sigma=0.3756) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.6461,🟡 medium
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.2537,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.1238,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.2766,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",0.1292,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.3919,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.1380,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",5.1836,🔴 high
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",2.1541,🔴 high
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",0.8972,🔴 high
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.2917,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.5042,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.0310,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.0540,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.9288,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.3194,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.1059,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-1.2902,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.7363,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-2.2090,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.4410,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.0043,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.4649,🟡 medium
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.2365,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.1277,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.3387,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.0916,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.0517,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.0565,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.0095,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.1164,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.1149,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",6.4223,🔴 high
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",2.4778,🔴 high
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",0.9440,🔴 high
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.4490,🟡 medium
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.1222,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.3101,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.3265,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-1.3680,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.2896,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.1499,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-1.2512,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.5020,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-2.7156,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.4063,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.3675,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.4063,🟡 medium
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.1411,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",0.0306,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.1332,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.1405,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.1010,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.1203,🟢 low
